Strawberry Basil Margarita,Muddle strawberries, basil leaves, lime juice, and simple syrup. Add alcohol and shake, open pour into salt rimmed glass,1½ oz Tequila blanco,½ oz Triple sec,½ oz Lime juice,½ oz Simple syrup,3  Strawberries,  3-6 chopped basil leaves
Strawberry Pineapple Concoction ,Blend together and open pour into hurricane,½ cup Frozen strawberries,½ cup Frozen pineapple chunks,2 oz Vodka,1 oz Aperol,¾ oz Lime juice,½ oz Simple syrup
Summer Vibes,Shake with ice and strained into nick n nora,1½ oz Gin,½ oz Lime juice,½ oz Sugar cane syrup,1 dash Orange bitters,2½ oz Pineapple juice
Sundays in Miami,Shaken, served in low ball over ice cube,1½ oz Gin,½ oz Campari,1 oz Pineapple juice,½ oz Agave syrup,½ oz Lemon juice
Tinkerbell and Peter Pan Flight,Shaken with ice and served with ice.,1 oz Melon liqueur,1 oz Lime juice,½ oz Simple syrup,1½ oz Light rum,¾ oz Green creme de menthe
Tropical Blackberry,Muddle blackberries in shaker, add other ingredients and shake. Strain and serve up in nick n nora,1½ oz Gin,½ oz Chambord,1½ oz Pineapple juice,¼ oz Lime juice,1 teaspoon Rich syrup,3  Blackberries
Tropical Margarita,Blend all ingredients and serve in a glass with a salt rim,1 cup Frozen pineapple chunks,1½ oz Tequila,¼ oz Triple sec,1 oz Lime juice,2 oz Tropical juice
Watermelon Margarita,Shaken with ice and served in salt rimmed rocks/margarita glass over ice

can also add 4-5 leaves basil,2 oz Tequila,1 oz Triple sec,½ oz Lime juice,1 cup Watermelon, blended
Watermelon Tequila Cocktail,Muddle watermelon in shake, the add other ingredients and ice and shake. Pour over fresh ice in hurricane and top with soda water,2 oz Tequila,1 oz Aperol,1 oz Lime juice,Watermelon, chunks, 5,Soda water
unamed?,Shaken with ice and strained into nick n nora,1 oz Vodka,1 oz Campari,1 oz Lime juice,½ oz Creme de cassis
